name,position,recent_team,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,total_yards,games,pass_ypg,rush_ypg,rec_ypg,ppg,ypg,ypa,ypc,ypr,touches,ypt,comp_percentage,int_percentage,pass_td_percentage,rush_td_percentage,rec_td_percentage,total_tds,td_percentage,pr,ht,wt
David Reed,WR,BAL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,2,0,0,0,0,42,0,0,0,0.0480549205094576,0.106804326176643,1.6,1.6,16,3,0,5.33,0,0.53,5.33,0,16,0,1,16,0,0,0,0,0,0,0,33.87,6-0,191
David Reed,WR,BAL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,66,0,0,0,60,23,2,0,0.180314306169748,0.274334028363228,6.6,11.6,66,2,0,0,33,5.8,33,0,0,13.2,5,13.2,0,0,0,0,0,0,0,33.87,6-0,191
David Reed,WR,IND,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,37,2,0,0,0.0726315788924694,0.114906832575798,0.2,1.2,2,2,0,0,1,0.6,1,0,0,2,1,2,0,0,0,0,0,0,0,33.87,6-0,191
David Sills,WR,NYG,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,17,0,0,0,58,2,1,0,0.245602369308472,0.441663339734078,1.7,3.7,17,4,0,0,4.25,0.92,4.25,0,0,8.5,2,8.5,0,0,0,0,0,0,0,33.87,6-3,211
David Sills,WR,NYG,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,106,0,0,0,133,40,7,0,0.639255303889513,0.669372822158039,10.6,21.6,106,7,0,0,15.14,3.09,15.14,0,0,9.64,11,9.64,0,0,0,0,0,0,0,33.87,6-3,211
David Sloan,TE,DET,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,76,591,4,0,0,0,35,27,0,2.26415799185634,0,83.1,130.1,591,16,0,0,36.94,8.13,36.94,0,0,12.57,47,12.57,0,0,0,0,0.085,4,0.085,33.87,0,0
David Sloan,TE,DET,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,379,2,0,0,0,0,19,0,1.97208746522665,0,49.9,81.9,379,14,0,0,27.07,5.85,27.07,0,0,11.84,32,11.84,0,0,0,0,0.062,2,0.062,33.87,0,0
David Sloan,TE,DET,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,69,409,7,0,0,0,0,24,0,1.90451966226101,0,82.9,119.9,409,14,0,0,29.21,8.56,29.21,0,0,11.05,37,11.05,0,0,0,0,0.189,7,0.189,33.87,0,0
David Sloan,TE,NO,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,127,0,0,0,0,0,6,0,0.798540635034442,0,12.7,24.7,127,12,0,0,10.58,2.06,10.58,0,0,10.58,12,10.58,0,0,0,0,0,0,0,33.87,0,0
David Terrell,WR,CHI,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,63,415,4,0,0,0,0,20,0,1.96281854063273,0,65.5,99.5,415,16,0,0,25.94,6.22,25.94,0,0,12.21,34,12.21,0,0,0,0,0.118,4,0.118,33.87,6-3,213
David Terrell,WR,CHI,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,127,3,0,0,0,0,7,0,0.290626032277942,0,30.7,39.7,127,5,0,0,25.4,7.94,25.4,0,0,14.11,9,14.11,0,0,0,0,0.333,3,0.333,33.87,6-3,213
David Terrell,WR,CHI,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,43,80,361,1,1,0,0,0,19,0,2.56666510552168,0,42.5,85.5,365,16,0,0.25,22.56,5.34,22.81,0,4,8.4,44,8.3,0,0,0,0,0.023,1,0.023,33.87,6-3,213
David Terrell,WR,CHI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,1,1,1,0,42,90,699,1,0,0,0,0,35,0,3.00470216944814,0,74.9,116.9,709,16,0,0.62,43.69,7.31,44.31,0,3.33,16.64,45,15.76,0,0,0,0,0.024,1,0.022,33.87,6-3,213
David Thomas,TE,NE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,159,1,0,0,64,95,5,0,0.500115592032671,0.687505194917321,21.9,32.9,159,5,0,0,31.8,6.58,31.8,0,0,14.45,11,14.45,0,0,0,0,0.091,1,0.091,33.87,6-3,252
David Thomas,TE,NE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,6,3,1,0,0.0434782616794109,0.0320855602622032,0.9,1.9,9,1,0,0,9,1.9,9,0,0,9,1,9,0,0,0,0,0,0,0,33.87,6-3,252
David Thomas,TE,NE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,93,0,0,0,73,44,5,0,0.442053785547614,0.648223238065839,9.3,18.3,93,7,0,0,13.29,2.61,13.29,0,0,10.33,9,10.33,0,0,0,0,0,0,0,33.87,6-3,252
David Thomas,TE,NO,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,356,1,0,0,281,187,18,0,1.43769926019013,1.04875951074064,41.6,76.6,356,12,0,0,29.67,6.38,29.67,0,0,10.17,35,10.17,0,0,0,0,0.029,1,0.029,33.87,6-3,252
David Thomas,TE,NO,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,219,2,0,0,217,132,11,0,1.14123207144439,0.725460244342685,33.9,63.9,219,12,0,0,18.25,5.32,18.25,0,0,7.3,30,7.3,0,0,0,0,0.067,2,0.067,33.87,6-3,252
David Thomas,TE,NO,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,0,0,0,32,13,0,0,0.222452014684677,0.0900307213887572,1.6,6.6,16,5,0,0,3.2,1.32,3.2,0,0,3.2,5,3.2,0,0,0,0,0,0,0,33.87,6-3,252
David Thomas,TE,NO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,86,4,0,0,66,43,6,0,0.410655096173286,0.179474718868733,32.6,43.6,86,7,0,0,12.29,6.23,12.29,0,0,7.82,11,7.82,0,0,0,0,0.364,4,0.364,33.87,6-3,252
David Tyree,WR,NYG,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-9,0,0,0,0,0,16,31,211,0,0,0,0,0,8,0,0.930705592036247,0,20.2,36.2,202,7,0,-1.29,30.14,5.17,28.86,0,-9,13.19,17,11.88,0,0,0,0,0,0,0,33.87,0,0
David Tyree,WR,NYG,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,155,1,0,0,0,0,7,0,0.616599950939417,0,21.5,31.5,155,4,0,0,38.75,7.88,38.75,0,0,15.5,10,15.5,0,0,0,0,0.1,1,0.1,33.87,0,0
David Tyree,WR,NYG,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,52,1,1,1,0,0,2,0,0.20833332836628,0,9.2,14.2,52,1,0,0,52,14.2,52,0,0,10.4,5,10.4,0,0,0,0,0.2,1,0.2,33.87,0,0
David Tyree,WR,NYG,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,197,2,0,0,150,47,10,0,1.07211658358574,1.44544697925448,31.7,50.7,197,8,0,0,24.62,6.34,24.62,0,0,10.37,19,10.37,0,0,0,0,0.105,2,0.105,33.87,0,0
David Tyree,WR,NYG,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,35,0,0,0,17,18,2,0,0.215909093618393,0.147638143971562,3.5,7.5,35,2,0,0,17.5,3.75,17.5,0,0,8.75,4,8.75,0,0,0,0,0,0,0,33.87,0,0
David Wilson,RB,NYG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,71,358,4,1,1,17,0,4,9,34,1,0,0,30,14,2,0,0.289420837536454,0.108922677580267,73.2,77.2,392,14,0,25.57,2.43,5.51,28,0,5.04,8.5,75,5.23,0,0,0,0.056,0.25,5,0.067,33.87,5-10,206
David Wilson,RB,NYG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,44,146,1,2,2,10,0,2,6,8,0,0,0,29,11,0,0,0.146287646144629,0.0397180849686265,17.4,19.4,154,5,0,29.2,1.6,3.88,30.8,0,3.32,4,46,3.35,0,0,0,0.023,0,1,0.022,33.87,5-10,206
Davion Davis,WR,HOU,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,0,0,0,14,13,1,0,0.0977564137428999,0.0926708951592445,1.7,2.7,17,2,0,0,8.5,1.35,8.5,0,0,17,1,17,0,0,0,0,0,0,0,33.87,0,0
Davis Mills,QB,HOU,2021,263,394,2664,16,10,31,206,5,1,2869,1232,118,1,18,44,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,156.96,156.96,2708,13,204.92,3.38,0,12.07,208.31,6.76,2.44,0,412,6.57,0.668,0.025,0.041,0,0,16,0.039,93.88,6-3,217
Davis Mills,QB,HOU,2022,292,479,3118,17,15,31,244,5,2,3701,1530,135,1,32,108,2,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,181.52,181.52,3226,15,207.87,7.2,0,12.1,215.07,6.51,3.38,0,511,6.31,0.61,0.031,0.035,0.062,0,19,0.037,86,6-3,217
Davis Webb,QB,BUF,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3,-3,1,0,-3,0,-0.3,-3,0,-1.5,0,2,-1.5,0,0,0,0,0,0,0,33.87,6-5,229
Davis Webb,QB,NYG,2022,23,40,168,1,0,0,0,0,0,204,76,11,0,6,41,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20.82,20.82,209,1,168,41,0,20.82,209,4.2,6.83,0,46,4.54,0.575,0,0.025,0.167,0,2,0.043,70.12,6-5,229
Davone Bess,WR,CLE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,86,362,2,0,0,524,149,23,1,2.05172475427389,1.51289654150605,50.2,92.2,362,14,0,0,25.86,6.59,25.86,0,0,8.62,42,8.62,0,0,0,0,0.048,2,0.048,33.87,5-10,194
Davone Bess,WR,MIA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1,0,54,56,554,1,0,0,338,240,29,0,2.70731026679277,2.39613493345678,62.7,116.7,567,16,0,0.81,34.62,7.29,35.44,0,13,10.26,55,10.31,0,0,0,0,0.019,1,0.018,33.87,5-10,194
Davone Bess,WR,MIA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,1,1,1,0,76,113,758,2,2,1,850,287,48,0,3.36776158958674,2.90085495542735,84.9,160.9,769,16,0,0.69,47.38,10.06,48.06,0,5.5,9.97,78,9.86,0,0,0,0,0.026,2,0.026,33.87,5-10,194
Davone Bess,WR,MIA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,126,817,5,0,0,993,310,43,0,3.63841641694307,3.36800113320351,111.7,191.7,817,16,0,0,51.06,11.98,51.06,0,0,10.21,81,10.09,0,0,0,0,0.062,5,0.062,33.87,5-10,194
Davone Bess,WR,MIA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,51,86,537,3,2,2,652,227,25,0,2.92450875416398,2.5301193408668,68.6,119.6,546,16,0,0.56,33.56,7.48,34.12,0,4.5,10.53,53,10.3,0,0,0,0,0.059,3,0.057,33.87,5-10,194
Davone Bess,WR,MIA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,105,778,1,1,0,1057,249,38,0,3.41406856477261,3.99900440871716,83.8,144.8,778,13,0,0,59.85,11.14,59.85,0,0,12.75,61,12.75,0,0,0,0,0.016,1,0.016,33.87,5-10,194
Dawson Knox,TE,BUF,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,28,50,388,2,0,0,455,144,15,0,1.70420510321856,1.60844427160919,51.7,79.7,397,15,0,0.6,25.87,5.31,26.47,0,9,13.86,29,13.69,0,0,0,0,0.071,2,0.069,33.87,6-4,254
Dawson Knox,TE,BUF,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,288,3,2,2,360,160,14,0,1.14487050846219,0.924751648679376,42.8,66.8,288,11,0,0,26.18,6.07,26.18,0,0,12,24,12,0,0,0,0,0.125,3,0.125,33.87,6-4,254
Dawson Knox,TE,BUF,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,71,587,9,0,0,524,277,31,0,2.00394051894546,1.72178858006373,114.7,163.7,587,15,0,0,39.13,10.91,39.13,0,0,11.98,49,11.98,0,0,0,0,0.184,9,0.184,33.87,6-4,254
Dawson Knox,TE,BUF,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,65,517,6,0,0,507,193,25,0,2.01342168077827,1.76402762765065,87.7,135.7,517,15,0,0,34.47,9.05,34.47,0,0,10.77,48,10.77,0,0,0,0,0.125,6,0.125,33.87,6-4,254
Dax Milne,WR,WAS,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,14,83,0,1,1,107,34,4,0,0.423774871975184,0.434089906513691,6.4,15.4,84,9,0,0.11,9.22,1.71,9.33,0,1,9.22,10,8.4,0,0,0,0,0,0,0,33.87,0,0
Dax Milne,WR,WAS,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,37,1,0,0,38,13,2,0,0.219426462426782,0.161265740171075,9.7,15.7,37,7,0,0,5.29,2.24,5.29,0,0,6.17,6,6.17,0,0,0,0,0.167,1,0.167,33.87,0,0
Daylen Baldwin,WR,CLE,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,25,0,0,0,25,0,2,0,0.0769230797886848,0.223214283585548,2.5,4.5,25,1,0,0,25,4.5,25,0,0,12.5,2,12.5,0,0,0,0,0,0,0,33.87,0,0
Dazz Newsome,WR,CHI,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,23,0,0,0,36,15,1,0,0.128398897126317,0.130360934883356,2.3,4.3,23,3,0,0,7.67,1.43,7.67,0,0,11.5,2,11.5,0,0,0,0,0,0,0,33.87,5-10,190
De'Andre Presley,WR,CAR,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0.0285714287310839,0.0743034034967423,-0.2,-0.2,-2,1,0,-2,0,-0.2,-2,0,-2,0,1,-2,0,0,0,0,0,0,0,33.87,0,0
De'Angelo Henderson Sr.,RB,DEN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,2,0,2,2,36,1,0,0,1,35,1,0,0.0592850912362337,0.0138888889923692,10.9,12.9,49,3,0,4.33,12,4.3,16.33,0,1.86,18,9,5.44,0,0,0,0,0.5,1,0.111,33.87,0,0
De'Angelo Henderson Sr.,RB,NYJ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1,19,1,0,19,0,-0.1,19,0,9.5,0,2,9.5,0,0,0,0,0,0,0,33.87,0,0
De'Anthony Thomas,WR,BAL,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,0,1,0,0.1,1,0,1,0,1,1,0,0,0,0,0,0,0,33.87,5-9,174
De'Anthony Thomas,WR,KC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,14,113,1,0,0,4,0,23,31,156,0,0,0,14,169,7,0,0.992569219321013,0.00560219306498766,38.9,61.9,269,12,0,9.42,13,5.16,22.42,0,8.07,6.78,37,7.27,0,0,0,0.071,0,1,0.027,33.87,5-9,174
De'Anthony Thomas,WR,KC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,1,0,0,3,0,17,24,140,1,0,0,29,149,6,0,0.790006333962083,0.115985644049943,29.4,46.4,174,10,0,3.4,14,4.64,17.4,0,3.78,8.24,26,6.69,0,0,0,0.111,0.059,2,0.077,33.87,5-9,174
De'Anthony Thomas,WR,KC,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,1,0,7,9,35,0,0,0,32,24,2,0,0.338074676692486,0.153429508209229,6.4,13.4,64,7,0,4.14,5,1.91,9.14,0,7.25,5,11,5.82,0,0,0,0,0,0,0,33.87,5-9,174
De'Anthony Thomas,WR,KC,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,14,16,143,2,0,0,121,73,4,0,0.494264863431454,0.476814535446465,26.7,40.7,147,9,0,0.44,15.89,4.52,16.33,0,4,10.21,15,9.8,0,0,0,0,0.143,2,0.133,33.87,5-9,174
De'Anthony Thomas,WR,KC,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,5,29,1,0,0,68,30,3,0,0.153232323005796,0.198564948514104,9.5,12.5,35,3,0,2,9.67,4.17,11.67,0,6,9.67,4,8.75,0,0,0,0,0.333,1,0.25,33.87,5-9,174
De'Anthony Thomas,WR,KC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,2,6,0,0,0,-1,3,0,0,0.0512987021356821,-0.00604257499799132,1,2,10,2,0,2,3,1,5,0,4,6,2,5,0,0,0,0,0,0,0,33.87,5-9,174
De'Lance Turner,RB,BAL,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,2,17,0,0,0,3,14,0,0,0.0425438601523638,0.00653594778850675,2.1,4.1,21,2,0,2,8.5,2.05,10.5,0,4,8.5,3,7,0,0,0,0,0,0,0,33.87,0,0
De'Lance Turner,RB,MIA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,6,1,0,6,0,0.6,6,0,1.5,0,4,1.5,0,0,0,0,0,0,0,33.87,0,0
De'Mond Parker,RB,GB,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,36,184,2,0,0,11,0,4,5,15,0,0,0,0,0,0,0,0.165958819910884,0,31.9,35.9,199,5,0,36.8,3,7.18,39.8,0,5.11,3.75,40,4.97,0,0,0,0.056,0,2,0.05,33.87,0,0
De'Mond Parker,RB,GB,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,18,85,0,0,0,4,0,9,12,50,0,0,0,0,0,3,0,0.264096014201641,0,13.5,22.5,135,8,0,10.62,6.25,2.81,16.88,0,4.72,5.56,27,5,0,0,0,0,0,0,0,33.87,0,0
De'Veon Smith,RB,MIA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,0,0,0,8,19,1,0,0.0697674453258514,0.0296296291053295,2.7,5.7,27,1,0,0,27,5.7,27,0,0,9,3,9,0,0,0,0,0,0,0,33.87,5-11,223
DeAndre Carter,WR,HOU,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,20,23,195,0,1,0,79,136,9,0,0.709932371973991,0.278446019627154,20.2,40.2,202,6,0,1.17,32.5,6.7,33.67,0,7,9.75,21,9.62,0,0,0,0,0,0,0,33.87,0,0
DeAndre Carter,WR,HOU,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,162,0,0,0,151,57,6,0,0.430394411087036,0.633627277798951,16.2,27.2,162,5,0,0,32.4,5.44,32.4,0,0,14.73,11,14.73,0,0,0,0,0,0,0,33.87,0,0
DeAndre Carter,WR,HOU,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,16,4,0,0,0.0645161271095276,0.0615384615957737,0.8,1.8,8,1,0,0,8,1.8,8,0,0,8,1,8,0,0,0,0,0,0,0,33.87,0,0
DeAndre Carter,WR,LAC,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-15,0,0,0,0,0,46,65,538,3,1,1,576,206,29,0,1.56946466118097,2.3234376385808,68.3,114.3,523,16,0,-0.94,33.62,7.14,32.69,0,-7.5,11.7,48,10.9,0,0,0,0,0.065,3,0.062,33.87,0,0
DeAndre Carter,WR,PHI,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,0,0,0,7,14,1,0,0.0563492067158222,0.0253261369653046,2.1,4.1,21,2,0,0,10.5,2.05,10.5,0,0,10.5,2,10.5,0,0,0,0,0,0,0,33.87,0,0
DeAndre Carter,WR,WAS,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,10,89,0,1,0,4,0,24,44,296,3,0,0,485,78,17,0,1.36620649322867,1.78861118387431,62.5,86.5,385,15,0,5.93,19.73,5.77,25.67,0,8.9,12.33,34,11.32,0,0,0,0,0.125,3,0.088,33.87,0,0
DeAndre Hopkins,WR,ARI,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,115,160,1407,6,3,2,1417,534,75,0,4.72225444763899,5.45527675747871,172.8,287.8,1408,16,0,0.06,87.94,17.99,88,0,1,12.23,116,12.14,0,0,0,0,0.052,6,0.052,33.87,6-1,214
DeAndre Hopkins,WR,ARI,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,64,572,8,0,0,788,140,32,0,2.03436682373285,3.32274460792542,105.2,147.2,572,10,0,0,57.2,14.72,57.2,0,0,13.62,42,13.62,0,0,0,0,0.19,8,0.19,33.87,6-1,214
DeAndre Hopkins,WR,ARI,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,96,717,3,2,1,976,165,35,0,2.66520953178406,3.78149837255478,87.7,151.7,717,9,0,0,79.67,16.86,79.67,0,0,11.2,64,11.2,0,0,0,0,0.047,3,0.047,33.87,6-1,214
DeAndre Hopkins,WR,HOU,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,91,802,2,1,1,1221,181,38,0,2.389594335109,3.89208137057722,90.2,142.2,802,16,0,0,50.12,8.89,50.12,0,0,15.42,52,15.42,0,0,0,0,0.038,2,0.038,33.87,6-1,214
DeAndre Hopkins,WR,HOU,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,127,1210,6,2,1,1642,373,57,0,4.29882694035769,6.38673713058233,155,231,1210,16,0,0,75.62,14.44,75.62,0,0,15.92,76,15.92,0,0,0,0,0.079,6,0.079,33.87,6-1,214
DeAndre Hopkins,WR,HOU,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,192,1521,11,1,0,2714,225,83,1,5.11212825775147,7.51847606897354,220.1,331.1,1521,16,0,0,95.06,20.69,95.06,0,0,13.7,111,13.7,0,0,0,0,0.099,11,0.099,33.87,6-1,214
DeAndre Hopkins,WR,HOU,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,151,954,4,0,0,1752,279,56,0,4.18770243227482,5.7447202950716,119.4,197.4,954,16,0,0,59.62,12.34,59.62,0,0,12.23,78,12.23,0,0,0,0,0.051,4,0.051,33.87,6-1,214
DeAndre Hopkins,WR,HOU,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,174,1378,13,1,1,2233,359,69,0,5.3623989969492,6.98768362402916,213.8,309.8,1378,15,0,0,91.87,20.65,91.87,0,0,14.35,96,14.35,0,0,0,0,0.135,13,0.135,33.87,6-1,214
DeAndre Hopkins,WR,HOU,2018,0,1,0,0,0,0,0,0,0,17,0,0,0,1,-7,0,0,0,0,0,115,163,1572,11,2,2,1869,387,81,0,5.34773369133472,7.32073900103569,218.5,333.5,1565,16,0,-0.44,98.25,20.84,97.81,0,-7,13.67,117,13.38,0,0,0,0,0.096,11,0.094,33.87,6-1,214
DeAndre Hopkins,WR,HOU,2019,1,2,6,1,1,0,0,0,0,9,6,1,0,2,18,0,0,0,2,0,104,150,1165,7,0,0,1517,387,68,1,4.67800997197628,5.46277098357678,164.54,268.54,1189,15,0.4,1.2,77.67,17.9,79.27,3,9,11.2,108,11.01,0.5,0.5,0.5,0,0.067,8,0.074,258.88,6-1,214
DeAndre Smelter,WR,SF,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,0,0,13,10,1,0,0.0454545468091965,0.0828025490045548,2.3,3.3,23,1,0,0,23,3.3,23,0,0,23,1,23,0,0,0,0,0,0,0,33.87,6-2,226
DeAndre Washington,RB,KC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0.0416666679084301,0.00602409616112709,0.7,1.7,7,1,0,5,2,1.7,7,0,1.67,2,4,1.75,0,0,0,0,0,0,0,33.87,0,0
DeAndre Washington,RB,LV,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,87,467,2,1,1,19,0,17,23,115,0,0,0,6,115,4,0,0.660132644698024,0.0104032878298312,68.2,85.2,582,13,0,35.92,8.85,6.55,44.77,0,5.37,6.76,104,5.6,0,0,0,0.023,0,2,0.019,33.87,0,0
DeAndre Washington,RB,LV,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,57,153,2,1,0,9,0,34,45,197,1,1,1,39,165,14,0,1.27924141474068,0.132711886661127,51,85,350,15,0,10.2,13.13,5.67,23.33,0,2.68,5.79,91,3.85,0,0,0,0.035,0.029,3,0.033,33.87,0,0
DeAndre Washington,RB,LV,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,30,115,0,1,1,8,0,1,1,9,0,0,0,2,7,0,0,0.030303031206131,0.00671140942722559,10.4,11.4,124,8,0,14.38,1.12,1.42,15.5,0,3.83,9,31,4,0,0,0,0,0,0,0,33.87,0,0
DeAndre Washington,RB,LV,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,108,387,3,0,0,23,0,36,41,292,0,0,0,54,246,10,0,1.29640273749828,0.29097719094716,85.9,121.9,679,16,0,24.19,18.25,7.62,42.44,0,3.58,8.11,144,4.72,0,0,0,0.028,0,3,0.021,33.87,0,0
DeAndre Washington,RB,MIA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,28,86,0,0,0,2,0,4,9,28,0,0,0,25,22,2,0,0.21516165882349,0.0545917784329504,11.4,15.4,114,3,0,28.67,9.33,5.13,38,0,3.07,7,32,3.56,0,0,0,0,0,0,0,33.87,0,0
